n,MotherID,FatherID,Zygosity
158338,55699,85521,NotTwin
158540,51424,81289,NotTwin
158843,52816,82637,NotTwin
159138,51782,81646,MZ
159239,51348,81213,MZ
159340,52273,82136,MZ
159441,51494,81358,MZ
159744,55922,85742,NotTwin
159845,52926,82748,MZ
159946,52848,82669,NotTwin
160123,52493,82671,NotTwin
160729,52796,82617,NotTwin
160830,52498,82333,NotTwin
160931,55766,85587,NotTwin
161630,51584,81448,NotTwin
161731,51324,81189,NotTwin
161832,52662,82481,NotTwin
162026,51392,81257,MZ
162228,52169,82032,NotTwin
162329,51381,81246,NotTwin
162733,51599,81463,NotTwin
162935,55890,85710,NotMZ
163129,52326,82189,MZ
163432,51307,81172,NotMZ
164030,51785,81649,NotTwin
164131,52342,82205,NotMZ
164636,55955,85775,MZ
164939,52092,81956,NotTwin
165032,52023,81887,NotTwin
165436,52796,82617,MZ
165638,52801,82622,MZ
165840,51538,82673,NotTwin
165941,52526,82359,NotTwin
166438,51752,81616,MZ
167036,51435,81300,NotMZ
167238,52932,82754,MZ
167440,52185,82048,NotMZ
167743,51375,81240,NotTwin
168139,51496,81360,NotTwin
168341,51751,81615,NotMZ
168745,54638,84460,NotTwin
168947,51665,81529,MZ
169141,51802,81666,NotTwin
169343,51329,81194,MZ
169444,52269,82132,MZ
169545,55697,85519,NotTwin
169747,55701,85523,MZ
169949,52756,82577,NotMZ
170631,51584,81448,NotTwin
170934,52450,82293,NotTwin
171128,51323,81188,NotMZ
171330,52816,82637,MZ
171431,51090,99983,NotTwin
171633,52338,82201,NotMZ
171734,55741,85562,NotMZ
172029,52753,82574,MZ
172130,52338,82201,NotMZ
172332,51400,81265,MZ
172433,56029,85850,MZ
172534,51337,81202,NotTwin
172635,51433,81298,NotTwin
172938,52150,82013,MZ
173132,52251,82114,NotTwin
173233,52753,82574,NotTwin
173334,52342,82205,NotMZ
173435,52629,82448,NotTwin
173536,52936,82758,NotTwin
173637,53230,83052,NotTwin
173738,54162,83984,NotTwin
173839,53392,83214,NotTwin
173940,51356,81221,NotTwin
174437,51354,81219,NotTwin
174841,56032,85853,MZ
175136,52796,82617,NotTwin
175237,56120,85940,NotMZ
175338,53257,83079,NotTwin
175439,51305,81170,MZ
175540,51751,81615,NotMZ
175742,52195,82058,NotTwin
176037,51340,81205,NotTwin
176441,55901,85721,NotTwin
176542,51459,81324,MZ
176744,51753,81617,NotTwin
176845,53251,83073,NotTwin
177140,56105,85925,NotMZ
177241,52793,82614,NotTwin
177342,55810,85631,NotTwin
177645,52274,82137,MZ
177746,51419,81284,NotTwin
178142,51603,81467,NotMZ
178243,56016,85837,MZ
178748,52496,82331,NotTwin
178849,52697,82516,NotTwin
178950,51891,81755,NotTwin
179346,51496,81360,NotMZ
180129,52089,81953,NotTwin
180230,52640,82459,NotTwin
180432,52168,82031,NotTwin
180533,56127,85947,MZ
180735,52884,82706,NotTwin
180836,99984,99985,NotTwin
180937,52134,81998,NotTwin
181131,51916,81780,NotTwin
181232,51651,81515,MZ
181636,52921,82743,NotTwin
182032,52498,82333,NotTwin
182436,52872,82694,MZ
182739,51399,81264,NotMZ
182840,51806,81670,MZ
183034,51786,81650,NotTwin
183741,56166,85985,NotTwin
185038,52447,82290,NotTwin
185139,51375,81240,MZ
185341,52910,82732,NotTwin
185442,54634,84456,MZ
185846,55651,85473,NotTwin
185947,55699,85521,MZ
186040,55800,85621,NotTwin
186141,51826,81690,NotTwin
186444,53288,83110,NotTwin
186545,51504,81368,NotTwin
186848,51665,81529,MZ
186949,55923,85743,MZ
187143,51900,81764,NotTwin
187345,54643,84465,MZ
187547,52936,82758,MZ
187850,51916,81780,NotTwin
188145,51535,81399,NotTwin
188347,52468,82308,NotTwin
188448,52640,82459,NotTwin
188549,54623,84445,NotTwin
189349,51689,81553,MZ
189450,52660,82479,NotTwin
189652,52195,82058,NotTwin
190031,51890,81754,NotTwin
190132,51421,81286,NotTwin
191033,52370,82233,MZ
191235,51989,81853,NotTwin
191336,51831,81695,NotMZ
191841,51651,81515,MZ
191942,56029,85850,NotTwin
192035,52321,82184,NotTwin
192136,52973,82795,NotTwin
192237,55703,85525,NotTwin
192439,51304,81169,MZ
192540,51469,81334,NotMZ
192641,52894,82716,NotMZ
192843,52755,82576,NotTwin
193239,51305,81170,NotTwin
193845,55942,85762,NotMZ
194140,51400,81265,MZ
194443,52815,82636,MZ
194645,52450,82293,NotTwin
194746,53001,82823,NotTwin
194847,51752,81616,NotTwin
195041,52164,82027,MZ
195445,51628,81492,MZ
195647,51377,81242,NotTwin
195849,51593,81457,NotTwin
195950,56016,99974,NotTwin
196144,51377,81242,NotTwin
196346,55943,85763,NotTwin
196750,51663,81527,MZ
196952,51535,81399,NotTwin
197348,51426,81291,NotMZ
197550,51387,81252,NotTwin
197651,52168,82031,NotMZ
198047,52345,82208,MZ
